k,p,realization,lambda2,lambda_max,kappa,sum_inv,kirchhoff,clustering,path_len,deg_var,plateau,vmin,t_star,delta_rel,init_slope
4,0.2,13,0.21073822051619787,9.266153635477611,43.96997190533547,50.868673103422175,5086.867310342218,0.29123809523809524,4.183232323232323,0.98,0.033458008904846966,0.029083855138517984,342,0.13073562682013964,-0.008034482357221399
4,0.2,14,0.2594376158649258,8.891642241315015,34.27275652249433,48.087195033789705,4808.71950337897,0.2720952380952381,4.105858585858586,0.94,0.03243987204670288,0.027202620964782626,213,0.1614448748250398,-0.008485217533965908
4,0.2,15,0.2144017266906587,8.529868732660812,39.784515098461895,48.13366781221568,4813.366781221568,0.28099999999999997,4.101818181818182,0.72,0.03223992207869043,0.02719123769612942,272,0.15659728861125358,-0.008829448476070104
4,0.2,16,0.28971283471021164,8.873628943245858,30.629050149337708,46.81827841017725,4681.827841017725,0.25995238095238093,4.126464646464647,0.76,0.03149580660699827,0.02726805412290223,144,0.13423223405101328,-0.008232310147908437
4,0.2,17,0.24008945529340545,8.186570530414997,34.09800118214462,47.89773590968213,4789.773590968213,0.26566666666666666,4.187474747474748,0.68,0.031233528607781027,0.027066535558508575,243,0.1334140980867065,-0.008398280636572896
4,0.2,18,0.20987345108967775,8.411323125924431,40.07807124842255,51.131081659270755,5113.108165927076,0.3,4.2567676767676765,0.68,0.0344112602366589,0.02949497495633003,454,0.1428685042778953,-0.008182058646355208
4,0.2,19,0.19192382633278754,8.647874915668538,45.05889175361427,49.81365274173135,4981.365274173136,0.2702857142857143,4.291111111111111,0.74,0.032715909487339205,0.027818732504265004,474,0.1496879365364845,-0.009029834359068291
4,0.3,0,0.3290622402776293,8.727950471422554,26.523707077599653,42.49427174153077,4249.4271741530765,0.1672857142857143,3.7684848484848485,1.12,0.028199576980435938,0.02420236977778913,421,0.14174706256834832,-0.008494727673609278
4,0.3,1,0.29746383339856136,8.405821439757226,28.25829729859818,44.832769476070176,4483.276947607018,0.21266666666666667,3.8666666666666667,1.0,0.029768295314646028,0.026490719935145467,186,0.11010289117522933,-0.009342324416005328
4,0.3,2,0.21246079522096317,8.81559566080464,41.49281118728872,44.908365032791274,4490.836503279127,0.1812857142857143,3.971919191919192,0.98,0.028914263959996193,0.025281223726819457,471,0.1256487191997404,-0.009177433271887712
4,0.3,3,0.34422516307180784,8.88705949974316,25.81757655494016,43.70817771981357,4370.817771981357,0.19676190476190478,3.803232323232323,1.16,0.028850874273952564,0.025192500841970233,187,0.1268028620985403,-0.008701077118768176
4,0.3,4,0.3136725901821673,8.875586383997518,28.295702786280962,42.416308599164296,4241.6308599164295,0.16442857142857142,3.806868686868687,1.02,0.027912367047874743,0.02470325695088315,147,0.11497090488554376,-0.009086090904595896
4,0.3,5,0.3672455782081444,8.661822465575629,23.58591356725976,42.02817247133013,4202.817247133013,0.17099999999999999,3.7525252525252526,1.12,0.028002008073414183,0.025107438859978626,175,0.10337005852747162,-0.008973987201991553
4,0.3,6,0.3314341735201538,8.237207454861801,24.853223092159247,43.125978097574624,4312.5978097574625,0.21266666666666667,3.8016161616161614,0.96,0.02859633617753668,0.024904008064066417,200,0.12911892245730075,-0.008585558109219174
4,0.3,7,0.38462894477369,8.880959407426783,23.08968040003388,43.57851029230119,4357.851029230119,0.1880952380952381,3.7496969696969695,1.2,0.028396603344999237,0.0247002469124045,208,0.13016896379072324,-0.008759813927574757
